"text","category"
"Friday tak client presentation complete karna hai.","Work/Office"
"the tax filing auto-debit ho gaya aaj shaam ko.","Finance"
"Mujhe lagta hai aankhon mein dhundhlapan badhta ja raha hai.","Health"
"is mahine wale the entrance exam ko lekar nervous hoon.","Education"
"We're hosting friends today and planning to make a cheese pizza since we ordered idli sambar for dinner since last night.","Food"
"the delivery for a handbag is delayed since two days","Shopping"
"butter chicken ki delivery aane mein ek ghanta lag gaya.","Food"
"mere roommate ne the neighbor's new dog ka zikr kiya baat cheet mein.","General/Other"
"Store mein a set of headphones pe badi sale lagi hai aaj shaam ko.","Shopping"
"I have to submit the class test this month.","Education"
"Bataana mushkil hai lekin kuch bhi thik nahi ho raha isliye bahut emotionally thaka hua hoon.","Mood/Emotion"
"kal raat se the class test submit karna hai.","Education"
"mere colleague ne bola thoda rest kar acidity thik ho jayega halaanki aaj clinic jaana hai halka bukhar check karwane.","Health"
"I'm returning a pair of jeans because it didn't fit.","Shopping"
"I can't figure out why the mobile app is so slow for a couple of hours.","Technology"
"My credit score got auto-debited since Monday.","Finance"
"I have a test tomorrow.","Education"
"Store mein sunglasses pe badi sale lagi hai kal.","Shopping"
"Monday se the new furniture we bought ke baare mein baat hui.","General/Other"
"The store had a huge sale on a formal shirt next week.","Shopping"
"Aakhirkar the tax filing clear kar diya do din se.","Finance"
"Store mein a smartwatch pe badi sale lagi hai pichle hafte se, aur kal raat se online a handbag order kiya.","Shopping"
"kuch minute pehle wale the chemistry lab report ko lekar nervous hoon","Education"
"I ordered sunglasses online since two days.","Shopping"
"The delivery for a laptop bag is delayed this evening.","Shopping"
"customer support advised me to review my bank statement, and on top of that the teacher advised me to review the tax filing.","Finance"
"this month's rent auto-debit ho gaya abhi","Finance"
"Power went out again.","General/Other"
"my landlord mentioned the neighborhood cat during our chat.","General/Other"
"I'm nervous about the practical exam scheduled next week because i have to submit the coding assignment for a couple of hours.","Education"
"an old photo album came up randomly in conversation next month while i noticed the weather while walking just now.","General/Other"
"i need to pack for Ladakh since morning","Travel"
"kal se random mein a documentary I watched ki baat chal padi.","General/Other"
"I need to pay my mutual fund investment next month.","Finance"
"do din se the history assignment submit karna hai.","Education"
"my brother advised me to review this month's rent.","Finance"
"Yeh biryani ki khushbu zabardast hai.","Food"
"Pata nahi kyun par itna busy rehne ki wajah se bahut excited lag raha hoon.","Mood/Emotion"
"mere cousin ne bola specialist ko dikhao gale mein kharash ke liye, lekin mujhe pichle teen din se kaan mein infection ho raha hai.","Health"
"is mahine dost aa rahe hain aur a cheese pizza banane ka plan hai.","Food"
"my roommate recommended a place that serves amazing pav bhaji.","Food"
"the scholarship application expectation se zyada tough nikal raha hai.","Education"
"I have to submit the class test for the past three days even though i have to submit the chemistry lab report since yesterday.","Education"
"ghar pe sab the neighbor's new dog ke baare mein baat kar rahe the kuch ghanton se","General/Other"
"is mahine dost aa rahe hain aur pasta banane ka plan hai","Food"
"i'm nervous about the final exams scheduled a few minutes ago, but i have to submit the scholarship application since last week.","Education"
"Lately I feel nervous after that argument, and I don't know why and it's hard to explain but I feel very motivated because I miss my old friends.","Mood/Emotion"
"parso online a formal shirt order kiya.","Shopping"
"We ordered grilled sandwiches for dinner in a while.","Food"
"the new software update internet se connect hi nahi ho raha pichle teen din se.","Technology"
"We're hosting friends since last night and planning to make noodles.","Food"
"agle hafte online a pair of jeans order kiya.","Shopping"
"Monday se dinner mein noodles order kiya","Food"
"the doctor helped me fix the office printer.","Technology"
"Ladakh wali local train kuch minute pehle delay ho gayi kyunki thodi der mein Ooty ghumne ka plan bana raha hoon.","Travel"
"thodi der mein an old photo album ke baare mein baat hui.","General/Other"
"The interview process for the new hire got delayed because two of the panel members had conflicting schedules this week.","Work/Office"
"parso my savings account pay karna hai.","Finance"
"abhi the history assignment submit karna hai","Education"
"a pair of running shoes ki delivery late ho rahi hai abhi aur store mein a winter jacket pe badi sale lagi hai parso.","Shopping"
"I had to skip work due to body aches by Friday.","Health"
"my cousin mentioned the neighborhood cat during our chat.","General/Other"
"mere colleague ne bola specialist ko dikhao kamar dard ke liye","Health"
"I finally booked a flight ticket to Delhi while i just checked in for my train to Udaipur.","Travel"
"Friday tak online a backpack order kiya.","Shopping"
"the long queue at the grocery store came up randomly in conversation a few minutes ago","General/Other"
"Bataana mushkil hai lekin plan cancel hone ke baad bahut motivated hoon.","Mood/Emotion"
"Professor ne mathematics ki deadline badha di.","Education"
"mummy ne my smartwatch app fix karne mein madad ki isliye samajh nahi aa raha the company website itna slow kyun hai aaj shaam ko.","Technology"
"I had to reinstall my smartwatch app since last week.","Technology"
"the shopkeeper helped me fix my password manager, and on top of that i had to reinstall the operating system this month.","Technology"
"The deadline for the performance review got moved up since noon.","Work/Office"
"The deadline for the client presentation got moved up tomorrow.","Work/Office"
"The delivery for a study lamp is delayed since two days, but the delivery for a study lamp is delayed last night.","Shopping"
"boss ne the community meeting ka zikr kiya baat cheet mein.","General/Other"
"aajkal walk karte waqt the weather dikha","General/Other"
"I'm planning a trip to Singapore tomorrow.","Travel"
"my smartwatch app suddenly stopped working this morning.","Technology"
"subah se online a handbag order kiya.","Shopping"
"kerala wali train Monday se delay ho gayi","Travel"
"landlord ne khush nahi hai marketing plan ke result se par dukaandaar ne khush nahi hai team meeting notes ke result se.","Work/Office"
"is hafte thoda time the garden we're planting sambhalne mein laga","General/Other"
"pata nahi kyun par us baat cheet ke baad bahut overwhelmed lag raha hoon","Mood/Emotion"
"the long queue at the grocery store came up randomly in conversation for a couple of hours.","General/Other"
"I finally booked a road trip ticket to Shimla","Travel"
"Samajh nahi aa raha my email account itna slow kyun hai aaj shaam ko.","Technology"
"abhi Varanasi ke liye packing karni hai","Travel"
"the electricity bill ki wajah se budget dobara plan kar raha hoon","Finance"
"my friend scheduled a call about the sales deck since last week.","Work/Office"
"Our itinerary for Bangalore includes a lot of sightseeing.","Travel"
"My credit score got auto-debited by Friday.","Finance"
"I finally cleared the electricity bill these days.","Finance"
"I tried making biryani at home this weekend, but we're hosting friends by Friday and planning to make paneer tikka.","Food"
"teacher ne the semester project ka extra homework de diya, uske upar se pichle teen din se mathematics submit karna hai.","Education"
"Samajh nahi aa raha my email account itna slow kyun hai thodi der mein.","Technology"
"team meeting notes ki deadline aage badh gayi Monday se, uske upar se boss ne code review ke baare mein call rakhi hai kal.","Work/Office"
"I ordered a pair of running shoes online tomorrow, though my neighbor recommended a good brand for a formal shirt.","Shopping"
"papa ne ek achi brand suggest ki a winter jacket ke liye kyunki pichle teen din se online a dining table order kiya.","Shopping"
"I have to submit mathematics this weekend.","Education"
"I'm troubleshooting the operating system right now","Technology"
"Mujhe agle hafte se jee michlana ho raha hai halaanki mujhe thodi der mein se pet dard ho raha hai.","Health"
"the office printer baar crash ho raha hai parso kyunki the operating system internet se connect hi nahi ho raha kuch ghanton se.","Technology"
"Recovering slowly from a headache for a couple of hours.","Health"
"future ke baare mein soch kar, bas ek ajeeb sa ajeeb sa calm feeling aa rahi hai.","Mood/Emotion"
"a fixed deposit auto-debit ho gaya kuch minute pehle","Finance"
"I have to submit the thesis draft for a couple of hours.","Education"
"I've been dealing with a headache next week.","Health"
"Ghar pe sab the community meeting ke baare mein baat kar rahe the Monday se","General/Other"
"the delivery guy recommended a place that serves amazing biryani.","Food"
"Aakhirkar Ladakh ke liye train ki ticket book kar li.","Travel"
"my external hard drive suddenly stopped working since morning, because my external hard drive won't connect to the internet since noon.","Technology"
"kaafi khaansi ki wajah se subah se kaam pe nahi ja paaya.","Health"
"Honestly, I feel unusually calm because I miss my old friends.","Mood/Emotion"
"kuch minute pehle walk karte waqt the noisy construction nearby dikha.","General/Other"
